Categories,ProductName,Price,Ingredients,NutritionalFacts,Illness
Beverages,BlueSpotCornSoyBeanDrink  100-ml,28,"Filtered Water, Soya Bean, Sugar, Artificial Corn Flavour and Artificial Food Colour (E102 &E110)","Calories(37), TotalFat(0.9g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0g), TCarbs(6.0g), DietFbr(0g), Tsugar(3.4g), Protein(1.3g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)",Diabetes
Beverages,BlueSpotHoneyDewSoyBeanDrink 100-ml,28,"Filtered Water, Soya Bean, Sugar, Artificial Honeydew Flavour and Artificial Food Colour (E102 &E133)","Calories(37), TotalFat(0.9g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0g), TCarbs(6.0g), DietFbr(0g), Tsugar(3.4g), Protein(1.3g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)",Diabetes
Beverages,BlueSpotChocolateSoyBeanDrink 100-ml,28,"Filtered Water, Soya Bean, Sugar, Artificial Chocolate Flavour and Artificial Food Colour (E150d)","Calories(43), TotalFat(0.5g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0g), TCarbs(8.4g), DietFbr(0g), Tsugar(4.2g), Protein(1.1g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)",Diabetes
Beverages,BlueSpotOriginalSoyBeanDrink 100-ml,28,"Filtered Water, Soya Bean, Sugar, Artificial Pandan Flavouring.","Calories(43), TotalFat(0.9g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0g), TCarbs(6.0g), DietFbr(0g), Tsugar(3.4g), Protein(1.3g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)",Diabetes
Beverages,DevonDaleAustrallianDairyFullCreamPureMilk 1-Liter,116,Full Cream Milk,"Calories(158), TotalFat(8.5g), SatFat(5.8g), TransFat(0.5g), Cholesterol(0g), Sodium(0.113g), TCarbs(12.0g), DietFbr(0g), Tsugar(12.0g), Protein(8.3g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)","Hypertension, Diabetes"
Beverages,RedBullSupremeEnergyDrink 150-ml,36,"Water, Sucrose, Citric Acid (Acidity Regulator), Taurine,  Sodium Bicarbonate (Artificial flavor), Inositol, Cholinne Bitartrate, Lysine, Sodium Benzoate (Preservative), Nicotinamide, Tartrazine (Color), Pyridozine Hydrochloride (VitaminB6), Cyanocobatamin(vitaminB12)","Calories(110), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.17g), TCarbs(26g), DietFbr(0g), Tsugar(24g), Protein(1g), VitB12(40%), VitB6(60%), Niacin(100%)","Hypertension, Diabetes"
Beverages,B'lueVitaBoostOrangeFlavor 500-ml,39,"Water, Sugar, Acidity Regulators (Citric Acid, Glacial Acetic Acid, DL-MalicAcid), Natural and Nature Identical Flavours, VitaminC (Sodium Ascorbic, Ascorbic Acid), Vitamin Premix (sweetener (Sucralose), Vitamin B3, Disodium EDTA, Vitamin B6, Vitamin B12)","Calories(40), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.17g), TCarbs(3g), DietFbr(0g), Tsugar(24g), Protein(0g), VitC(30%), VitB3(15%), VitB6(15%), VitB12(15%)","Hypertension, Diabetes"
Beverages,B'lueVitaBoostCalamansiFlavor 500-ml,39,"Water, Sugar, Acidity Regulators (Citric Acid, Glacial Acetic Acid, DL-MalicAcid), Natural and Nature Identical Flavours, VitaminC (Sodium Ascorbic, Ascorbic Acid), Vitamin Premix (sweetener (Sucralose), Vitamin B3, Disodium EDTA, Vitamin B6, Vitamin B12)","Calories(40), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.17g), TCarbs(3g), DietFbr(0g), Tsugar(24g), Protein(0g), VitC(30%), VitB3(15%), VitB6(15%), VitB12(15%)","Hypertension, Diabetes"
Beverages,B'lueVitaBoostAppleFlavor 500-ml,39,"Water, Sugar, Acidity Regulators (Citric Acid, Glacial Acetic Acid, DL-MalicAcid), Natural and Nature Identical Flavours, VitaminC (Sodium Ascorbic, Ascorbic Acid), Vitamin Premix (sweetener (Sucralose), Vitamin B3, Disodium EDTA, Vitamin B6, Vitamin B12)","Calories(40), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.17g), TCarbs(3g), DietFbr(0g), Tsugar(24g), Protein(0g), VitC(30%), VitB3(15%), VitB6(15%), VitB12(15%)","Hypertension, Diabetes"
Beverages,GatoradeFierceGrapeFlavor  500-ml,45,"Water, Sugar, Dextrose, Acidity Regulators (Citric Acid, Sodium Citrate), Sodium Chloride, Natural Flavor, Monopotassium Phosphate, Artificial Colors (Allura Red, Brilliant Blue)","Calories(50), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.09g), TCarbs(12g), DietFbr(0g), Tsugar(12g), Protein(0g), Potassium(0.026g), Magnesium(0g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)","Hypertension, Diabetes"
Beverages,PocariSweat 500-ml,49,"Water, Sugar, Citric Acid (Acidulant), Sodium Citrate (Acidulant), Sodium Chloride(Mineral), Calcium Lactate (Mineral), Magnesium Carbonate(Mineral), Flavors(Natural and Synthesized)","Calories(26), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.049g), TCarbs(12g), DietFbr(0g), Tsugar(6.5g), Protein(0g), Potassium(0.02g), Magnesium(0.0006g), VitA(0%), VitC(0%), Calcium(0.2%), Iron(0%)"," Hypertension, Kidney diseases"
Beverages,PocariSweat 900-ml,84,"Water, Sugar, Citric Acid (Acidulant), Sodium Citrate (Acidulant), Sodium Chloride(Mineral), Calcium Lactate (Mineral), Magnesium Carbonate(Mineral), Flavors(Natural and Synthesized)","Calories(26), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.049g), TCarbs(12g), DietFbr(0g), Tsugar(6.5g), Protein(0g), Potassium(0.02g), Magnesium(0.0006g), VitA(0%), VitC(0%), Calcium(0.2%), Iron(0%)","Hypertension, Kidney diseases"
Beverages,VitaMilkSoyMilk 300-ml,31,"Water, Whole Soybeans, Cane Sugar, Vegetable Oil, Whole Milk Powder, Mono-and Diglycerides as Emulsifier and Carrageenan as Stabilizer","Calories(240), TotalFat(10g), SatFat(5g), TransFat(0g), Cholesterol(0.005g), Sodium(0.065g), TCarbs(29g), DietFbr(1g), Tsugar(27g), Protein(9g), VitB1(0.06%), VitB2(0.09%), Calcium(8%), Iron(0.09%)",Diabetes
Beverages,ZestORootBeer 500-ml,32,"Carbonated Water, Refined Sugar, Nature Identical Rootbeer Flavor, Caramel Color (Food Color), Sodium Carboxymethyl Cellulose (Stabilizer), Sodium Benzoate (Preservative), Citric Acid (Acid Regulator), Sweeteners (AcesulfamePotassium and Sucralose)","Calories(70), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.02g), TCarbs(17g), DietFbr(0g), Tsugar(17g), Protein(0g)","Hypertension, Diabetes"
Beverages,CocaColaOriginalPopBottle 1.5-Liters,65,"Carbonated Water, High Fructose Corn Syrup, Caramel Color, Phosphoric Acid, Natural Flavors, Caffeine","Calories(140), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.045g), TCarbs(39g), DietFbr(0g), Tsugar(39g), Protein(0g)","Hypertension, Diabetes"
Beverages,CocaColaOriginalTasteInCan 325-ml,36,"Carbonated Water, Sugar, Caramel Color, Acidity Regulator (Phosphoric Acid), Natural Flavors, Caffeine","Calories(134), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.016g), TCarbs(33.5g), DietFbr(0g), Tsugar(33.5g), Protein(0g)","Hypertension, Diabetes"
Beverages,RoyalMismo 290-ml,20,"Carbonated Water, Sugar, Acidulant (Citric Acid), Stabilizer (Acacia Gum), Polydextrose, Sweeteners (Acesulfame-K, Sucralose), Preservative (Sodium Benzoate), Sequestrant (SHMP), Natural, Natural and Artificial Flavors, Artificial Color (Sunset yellow), Vitamins (B5, B3), Anti-Foaming Agent (PDMS).","Calories(140), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.016g), TCarbs(12g), DietFbr(0g), Tsugar(12g), Caffeine(0.05g), Protein(0g), VitA(0%), VitB(100%), VitC(0%), Calcium(0%), Iron(0%)","Hypertension, Diabetes"
Beverages,SpriteMismo 290-ml,20,"Carbonated Water, Sugar, Acidulant (Citric Acid), Natural Flavors, Acidity Regulator (Sodium Citrate), Preservative (Sodium Benzoate), Vitamin B3, Caffeine, Sequestrant (SHMP), Sweeteners (Acesulfame-K, Sucralose), Artificial Color (Tartrazine)","Calories(140), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.057g), TCarbs(20g), DietFbr(0g), Tsugar(20g), Caffeine(0.05g), Protein(0g), VitA(0%), VitB(100%), VitC(0%), Calcium(0%), Iron(0%)","Hypertension, Diabetes"
Beverages,CokeMismo 290-ml,20,"Carbonated Water, High Fructose Corn Syrup, Caramel Color, Phosporic Acid, Natural Flavors, Caffeine","Calories(140), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.016g), TCarbs(12g), DietFbr(0g), Tsugar(12g), Caffeine(0.05g), Protein(0g), VitA(0%), VitB(100%), VitC(0%), Calcium(0%), Iron(0%)","Hypertension, Diabetes"
Beverages,RoyalTru-OrangeInCan 320-ml,38,"Carbonated Water, Sugar, Acidulant (Citric Acid), Stabilizer (Avcacia Gum), Polydextrose Sweeteners (Acesulfame-K, Sucralose), Preservative (Sodium Benzoate), Sequestrant (Shmp), Natural, Nature-Identical and Artificial Flavors, Artificial Color (Sunset Yellow), Vitamins (B5, B3), Anti-Foaming Agent (POMS)","Calories(64), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.021g), TCarbs(16g), DietFbr(0g), Tsugar(16g), Protein(0g), VitA(0%), VitB5(15%), VitB3(15%), Calcium(0%), Iron(0%)","Hypertension, Diabetes"
Beverages,SpriteLmn+Can 320-ml,35,"Carbonated Water, Sugar, Acidulant(Citric Acid), Natural Flavors, Acidity Regulator(Sodium Citrate), Preservative(Sodium Benzoate), Vitamin B3, Caffeine, Sequestrant(SHMP), Sweeteners(Acesulfame-K, Sucralose), Artificial Color(Tartrizine)","Calories(85), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.057g), TCarbs(20g), DietFbr(0g), Tsugar(20g), Caffeine(0.05g), Protein(0g), VitA(0%), VitB(100%), VitC(0%), Calcium(0%), Iron(0%)","Hypertension, Diabetes"
Beverages,ZestoRootBeerCan 330-ml,16,"Carbonated Water, Refined Sugar, Rootbeer Flavor, Caramel Color, Sodium Carboxymethyl Cellulose, Sodium Benzoate, Citric Acid, Sweeteners(Acesulfame Potassium, Sucralose)","Calories(90), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.025g), TCarbs(23g), DietFbr(0g), Tsugar(23g), Caffeine(0g), Protein(0g), Potassium(0g), VitA(0%), VitB(0%), VitC(0%), Calcium(0%), Iron(0%)","Hypertension, Diabetes"
Beverages,MtDewMismo 290-ml,19,"Carbonated Water, High Fructose Corn Syrup, Orange Juice, Citric Acid, Natural Flavors, Sodium Benzoate, Caffeine, Sodium Citrate, Erythorbic Acid, Gum Arabic, Calcium Disodium EDTA, Brominated Vegetable Oil, Color(Yellow5)","Calories(170), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.05g), TCarbs(40g), DietFbr(0g), Tsugar(45g), Caffeine(0.05g), Protein(0g), Potassium(0g), VitA(0%), VitB(0%), VitC(0%), VitE(0%), Calcium(0%), Iron(0%), Magnessium(0%), Zinc(0%)","Hypertension, Diabetes"
Beverages,Sprite 1.5-Liters,65,"Carbonated Water, Sugar, Acidulant (Citric Acid), Natural Flavors, Acidity Regulator (Sodium Citrate), Preservative (Sodium Benzoate), Vitamin B3, Caffeine, Sequestrant (SHMP), Sweeteners (Acesulfame-K, Sucralose), Artificial Color (Tartrazine)","Calories(48), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.057g), TCarbs(20g), DietFbr(0g), Tsugar(20g), Caffeine(0.05g), Protein(0g), VitA(0%), VitB(100%), VitC(0%), Calcium(0%), Iron(0%)","Hypertension, Diabetes"
Beverages,Royal 1.5-Liters,65,"Carbonated Water, Sugar, Acidulant (Citric Acid), Stabilizer (Acacia Gum), Polydextrose, Sweeteners (Acesulfame-K, Sucralose), Preservative (Sodium Benzoate), Sequestrant (SHMP), Natural, Natural and Artificial Flavors, Artificial Color (Sunset yellow), Vitamins (B5, B3), Anti-Foaming Agent (PDMS).","Calories(64), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.021g), TCarbs(16g), DietFbr(0g), Tsugar(16g), Caffeine(0.05g), Protein(0g), VitA(0%), VitB(30%), VitC(0%), Calcium(0%), Iron(0%)","Hypertension, Diabetes"
Beverages,Coke 1.5-Liters,65,"Carbonated Water, High Fructose Corn Syrup, Caramel Color, Phosporic Acid, Natural Flavors, Caffeine","Calories(240), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.075g), TCarbs(65g), DietFbr(0g), Tsugar(65g), Caffeine(0.05g), Protein(0g), VitA(0%), VitB(0%), VitC(0%), Calcium(0%), Iron(0%)","Hypertension, Diabetes"
Beverages,CokeZero 1.5-Liters,70,"Carbonated Water, Caramel Color, Phosporic Acid, Aspartame, Potassium Benzoate, Potassium Citrate, Acesulfame Potassium, Caffeine","Calories(0), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.04g), TCarbs(0g), DietFbr(0g), Tsugar(0g), Caffeine(0.05g), Protein(0g), Potassium(0.06g), VitA(0%), VitB(0%), VitC(0%), Calcium(0%), Iron(0%)",Hypertension
Beverages,JussNectarPomegranate 1-Liter,65,"Water, Sugar of Fructose-Glucose Syrup,  Pomegranate Juice Concentrate (min. 10% fruit), Acidity Regulator (Citric Acid), Black Carrot Juice Concentrate, Flavorings","Calories(101), TotalFat(2.6g), SatFat(0.9g), TransFat(0g), Cholesterol(0.045g), Sodium(0.043g), TCarbs(10.9g), DietFbr(0g), Tsugar(0g), Caffeine(0g), Protein(18g), Potassium(0.414g), VitA(6%), VitB(0%), VitC(0%), VitE(0%), Calcium(6%), Iron(9%), Magnessium(0%), Zinc(0%)",Hypertension
Beverages,JussNectarApricot 1-Liter,65,"Water, Sugar or Fructose - Glucose Syrup, Apricot Puree Concentrate (Fruit Content: Min. 30%), Acidity Regulator (Citric Acid), Flavoring, Antioxidant (Ascorbic Acid), Colorant (Beta Carotene)","Calories(207), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0g), TCarbs(11.9g), DietFbr(0g), Tsugar(11.8g), Protein(0.1g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%), Magnessium(0%), Zinc(0%)",Hypertension
Beverages,JussNectarApple  1-Liter,65,"Water, Sugar, Or Fructose - Glucose Syrup, Mango Puree Concentrate, Acidity Regulators (Citric Acid, Sodium Citrate), Flavoring, Antioxidant (Ascorbic Acid), Colorant (Beta Carotene)","Calories(190), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0g), TCarbs(11g), DietFbr(0g), Tsugar(11g), Protein(0g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%), Magnessium(0%), Zinc(0%)",Hypertension
Beverages,JussNectarSourCherry 1-Liter ,65,"Water, Sugar or Fructose -Glucose Syrup, SourCherry Juice Concentrate (Min. 10% fruit), Acidity Regulator (Citric Acid, Malic Acid), Black Carrot Juice Concentrate, Flavoring","Calories(215), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0g), TCarbs(12.5g), DietFbr(0g), Tsugar(12.5g), Protein(0.1g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%), Magnessium(0%), Zinc(0%)",Hypertension
Beverages,JungleJuiceMangoFlavor 500-ml ,28,"Water, Refined Sugar, Mango Puree, Citric Acid (Acidulant), Carboxymethyl, Cellulose (Stabilizer), Ascorbic Acid (Vitamin C), Artificial Flavors, Sweeteners (Acesulfame K, Stevia, Sucralose), Sodium Benzoate (Preservative)","Calories(70), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.02g), TCarbs(12g), DietFbr(0g), Tsugar(0g), Protein(0g), Potassium(0g), VitA(0%), VitB(0%), VitC(50%), VitE(0%), Calcium(0%), Iron(0%)","Hypertension, Diabetes"
Beverages,JungleJuiceGrapesFlavor 500-ml,28,"Water, Refined Sugar, Artificial Flavor Citric Acid (Acidulant), Ascorbic Acid (Vitamin C), Carboxymethyl Cellulose (Stabilizer), Sweeteners (Acesulfame K, Stevia, Sucralose), Sodium Benzoate (Preservative) ","Calories(70), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.02g), TCarbs(12g), DietFbr(0g), Tsugar(0g), Protein(0g), Potassium(0g), VitA(0%), VitB(0%), VitC(50%), VitE(0%), Calcium(0%), Iron(0%)","Hypertension, Diabetes"
Beverages,JungleJuiceAppleFlavor 500-ml,28,"Water, Refined Sugar, Citric Acid (Acidullant), Nature-identical and Artificial Flavors, Carboxymethyl Cellulose (Stabilizer), Ascorbic Acid (Vitamin C), Sweeteners (Acesulfame K, Stevia, Sucralose), Sodium Citrate (Preservative), Caramel Color, Sodium Benzoate (Preservative)","Calories(70), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.02g), TCarbs(12g), DietFbr(0g), Tsugar(0g), Protein(0g), Potassium(0g), VitA(0%), VitB(0%), VitC(50%), VitE(0%), Calcium(0%), Iron(0%)","Hypertension, Diabetes"
Beverages,MoguMoguMangoFlavor 320-ml,52,"Water, Mango Juice, Nata De CoCo, Fructose, Sucrose, Citric Acid, Nature Identical Flavor , Artificial Colors, Preservative Added, Contains Coconut","Calorie(50),TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.015g), TCarbs(12g), DietFbr(0g),  Tsugar(9g), Protein(1g), VitC(0%), VitD(0%), Calcium(0%), Iron(0%)","Hypertension, Diabetes"
Beverages,MoguMoguOrangeFlavor 320-ml,52,"Water, Orange Juice, Nata De CoCo, Fructose, Sucrose, Citric Acid, Nature Identical Flavor , Artificial Colors, Preservative Added, Contains Coconut","Calorie(50),TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.06g), TCarbs(13g), DietFbr(0g),  Tsugar(11g), Protein(0g), VitC(11%), VitD(0%), Calcium(0%), Iron(0%)","Hypertension, Diabetes"
Beverages,MoguMoguGrapeFlavor 320-ml,52,"Water, Grape Juice, Nata De CoCo, Fructose, Sucrose, Citric Acid, Nature Identical Flavor , Artificial Colors, Preservative Added, Contains Coconut","Calorie(50),TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.03g), TCarbs(12g), DietFbr(0g),  Tsugar(11g), Protein(0g), VitC(0%), VitD(0%), Calcium(0%), Iron(0%)","Hypertension, Diabetes"
Beverages,MoguMoguYogurt 300-ml,52,"Water, Nata De Coco, Fructose, Sucrose, Citric Acid, Artificial Colors, Natural Flavors(Yogurt), Preservatives, Coconut","Calories(170), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0mg), Sodium(85mg), TCarbs(43g), DietFbr(1g),  Tsugar(41g), Caffeine(0mg), Protein(0g), Potassium(0mg), VitA(0%), VitB(0%), VitC(0%), VitE(0%), Calcium(4%), Iron(0%), Magnessium(0%), Zinc(0%)","Hypertension, Diabetes"
Beverages,MoguMoguMelonFlavor 320-ml,52,"Water, Melon Juice, Nata De CoCo, Fructose, Sucrose, Citric Acid, Nature Identical Flavor , Artificial Colors, Preservative Added, Contains Coconut","Calorie(50),TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.03g), TCarbs(13g), DietFbr(0g),  Tsugar(12g), Protein(0g), VitC(0%), VitD(0%), Calcium(0%), Iron(0%)","Hypertension, Diabetes"
Beverages,ZestOBig250AppleDrink 250-ml,14,"Water, Refined Sugar, Apple Concentrate, Nature-Identical Apple Flavor, Malic Acid (Acidity Regulator), Carboxymethyl Cellulose (Stabilizer), Ascorbic Acid (Antioxidant), (Vitamin C), Sodium Citrate (Acidity Regulator), Sodium Benzoate (Preservative), Caramel Color Sweeteners (Acesulfame Potassium and Sucralose), Potassium Sorbate  (Preservative)","Calories(50), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.03g), TCarbs(13g), DietFbr(0g),  Tsugar(13g), Protein(0g), VitC(100%)","Hypertension, Diabetes"
Beverages,ZestOBig250GrapeDrink 250-ml,14,"Water, Refined Sugar, Grape Concentrate, Tartaric Acid (Acidity Regulator), Nature-Identical Grape Flavor, Carboxymethyl Cellulose (Stabilizer), Ascorbic Acid (Antioxidant), (Vitamin C), Sodium Citrate (Acidity Regulator), Sodium Benzoate (Preservative), Sweeteners (Acesulfame Potassium and Sucralose), Potassium Sorbate (Preservative), Artificial Food Colors (FD&C Red 640 and FD&C Blue #1)","Calories(50), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.03g), TCarbs(13g), DietFbr(0g),  Tsugar(13g), Protein(0g), VitC(100%)","Hypertension, Diabetes"
Beverages,ZestOBig250PhineappleDrink 250-ml,14,"Water, Refined Sugar, Phineapple Concentrate, Citric Acid (Acidity Regulator), Modified Starch,  Nature-Identical Phineapple Flavor, Ascorbic Acid (Antioxidant Vitamin C),  Sodium Citrate (Acidity Regulator), Gum Arabic (Stabilizer), Sodium Benzoate (Preservative), Moric Acid, (Acidity regulator), Sweeteners (Acesulfame Potassium Sucralose), Artificial Food Colors (Titanium Dioxide, FD&C Yellow #5 and FD&C Yellow #6) ","Calories(75), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.06g), TCarbs(18g), DietFbr(0g),  Tsugar(18g), Protein(0g), VitC(100%)","Hypertension, Diabetes"
Beverages,ZestOBig250GuyabanoDrink 250-ml,14,"Water, Refined Sugar, Guyabano Concentrate, Citric Acid (Acidity Regulator), Modified Starch,  Nature-Identical Guyabano Flavor, Ascorbic Acid (Antioxidant Vitamin C),  Sodium Citrate (Acidity Regulator), Gum Arabic (Stabilizer), Sodium Benzoate (Preservative), Moric Acid, (Acidity regulator), Sweeteners (Acesulfame Potassium Sucralose)","Calories(77), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.03g), TCarbs(19g), DietFbr(0g),  Tsugar(18g), Protein(0g), VitC(100%)","Hypertension, Diabetes"
Beverages,C2AppleGreenTea 500-ml,32,"Purified Water, Fresh Brew From Green Tea Leaves, Sugar, Acidity Regulators (Citric Acid, Sodium Citrate), Malic Acid), Antioxidant (Ascorbic Acid), Artificial Flavor, Color (Caramel Color) and Sweetener (Sucralose)","Calories(100), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.045g), TCarbs(24g), DietFbr(0g),  Tsugar(24g), Protein(0g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)",Diabetes
Beverages,C2PeachGreenTea 500-ml,32,"Purified Water, Fresh Brew From Green Tea Leaves, Sugar, Acidity Regulators (Citric Acid, Sodium Citrate), Malic Acid), Antioxidant (Ascorbic Acid), Artificial Flavor, Color (Caramel Color) and Sweetener (Sucralose)","Calories(50), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.055g), TCarbs(13g), DietFbr(0g),  Tsugar(13g), Protein(0g), VitA(0%), VitC(0%), Calcium(0%), Iron(2%)",Diabetes
Beverages,C2PeachGreenTea 1-Liter,59,"Purified Water, Fresh Brew From Green Tea Leaves, Sugar, Acidity Regulators (Citric Acid, Sodium Citrate), Malic Acid), Antioxidant (Ascorbic Acid), Artificial Flavor, Color (Caramel Color) and Sweetener (Sucralose)","Calories(50), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.055g), TCarbs(13g), DietFbr(0g),  Tsugar(13g), Protein(0g), VitA(0%), VitC(0%), Calcium(0%), Iron(2%)",Diabetes
Beverages,C2LemonGreenTea 1-Liter,59,"Purified Water, Fresh Brew From Green Tea Leaves, Sugar, Acidity Regulators (Citric Acid, Sodium Citrate, Malic Acid), Antioxidant (Ascorbic Acid), ArtificialSwww, Color (Caramel Color) and Sweetener (Sucralose)","Calories(40), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.045g), TCarbs(10g), DietFbr(0g),  Tsugar(10g), Protein(0g), VitA(0%), VitC(20%), Calcium(0%), Iron(0%)",Diabetes
Beverages,C2AppleGreenTeaSolo 230-ml,32,"Purified water, Fresh Brew from Green Teas Leaves Sugar, Acidity Regulators (Citric Acid), Sodium Citrate, Malic Alid), Antioxidant (Ascorbic Acid), Artificial Flavor Color (Caramel Color) and Sweeterner (Sucralose)","Calories(100), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.045g), TCarbs(24g), DietFbr(0g),  Tsugar(24g), Protein(0g), VitA(0%), VitC(0%), Calcium(0%), Iron(0%)",Diabetes
Beverages,C2DalandanGreenTeaSolo 230-ml,24,"Purified Water, Fresh Brew from Green Tea Leaves, Sugar and Color (Caramel)","Calories(40), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.035g), TCarbs(11g), DietFbr(0g),  Tsugar(9g), Protein(0g), VitA(0%), VitC(15%), Calcium(0%), Iron(0%)",Diabetes
Beverages,ZamboTropicalKalamansiDrinkJuice 500-ml,35,"Water, Kalamansi Concentrate, Ascorbic Acid, Potassium Sorbate","Calories(116), TotalFat(0g), SatFat(0g), TransFat(0g), Cholesterol(0g), Sodium(0.055g), TCarbs(42g), DietFbr(0g),  Tsugar(39g), Protein(0g), VitA(0%), VitC(4%), Calcium(0%), Iron(0%)",Diabetes
Beverages,VitaMilkEnergy 300-ml,24,"Water, Whole Soybean (10%), Sugar Purple Brown, Rice MIlk, Barley Milk Palm Oill, Malt Extract Black Sesame, Nature-Identical Flavour, Vitamin  complex and MInerals Consisting of Vitamin D-Biotine (Pyrodoxine Hydrochloride Folic Acid, Niacinamide , Ribofiavir, Vitamin C, Vitamin D2, Vitamin A, Acetate (INS 407), Allergen information (The product contains sobeans barley and barley malt extract)","Calories(216), TotalFat(6g), SatFat(2.6g), TransFat(9g), Cholesterol(0g), Sodium(0.149g), TCarbs(25g), DietFbr(1g),  Tsugar(21g), Protein(7.8g), VitA(0%), VitB1(0.0003%), VitB2(0.0003%), VitB6(0%), VitD(0%), VitE(0%), Magnesium(0%), Calcium(0.051%), Iron(0.0017%), Folate(0.105g), Niacin(6%), Folic Acid(0%), Iodine(0.051g)",Diabetes
